metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
logicinsight.pe.disk_stats_controller_num_io,gauge,15,operation,,Total I/O operations at controller level,0,logicinsight_nutanix_core,disk stats controller num io,,
logicinsight.pe.disk_stats_controller_num_iops,gauge,15,operation,second,IOPS at the controller level,0,logicinsight_nutanix_core,disk stats controller num iops,,
logicinsight.pe.disk_stats_controller_num_random_io,gauge,15,operation,,Number of random I/O operations at controller level,0,logicinsight_nutanix_core,disk stats controller num random io,,
logicinsight.pe.disk_stats_controller_num_read_io,gauge,15,operation,,Number of read I/O operations at controller level,0,logicinsight_nutanix_core,disk stats controller num read io,,
logicinsight.pe.disk_stats_controller_num_read_iops,gauge,15,operation,second,Number of read IOPS at controller level,0,logicinsight_nutanix_core,disk stats controller num read iops,,
logicinsight.pe.disk_stats_controller_num_seq_io,gauge,15,operation,,Number of sequential I/O operations at controller level,0,logicinsight_nutanix_core,disk stats controller num seq io,,
logicinsight.pe.disk_stats_controller_num_write_io,gauge,15,operation,,Number of write I/O operations at controller level,1,logicinsight_nutanix_core,disk stats controller num write io,,
logicinsight.pe.disk_stats_controller_num_write_iops,gauge,15,operation,second,Number of write IOPS at controller level,1,logicinsight_nutanix_core,disk stats controller num write iops,,
logicinsight.pe.disk_stats_controller_random_io_ppm,gauge,15,percent,,Random I/O ratio at controller level in ppm,0,logicinsight_nutanix_core,disk stats controller random io ppm,,
logicinsight.pe.disk_stats_controller_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Controller-side read I/O bandwidth in kilobytes per second,0,logicinsight_nutanix_core,disk stats controller read io bandwidth kBps,,
logicinsight.pe.disk_stats_controller_read_io_ppm,gauge,15,percent,,Read I/O operations at controller level in ppm,0,logicinsight_nutanix_core,disk stats controller read io ppm,,
logicinsight.pe.disk_stats_controller_seq_io_ppm,gauge,15,percent,,Sequential I/O at controller level in ppm,0,logicinsight_nutanix_core,disk stats controller seq io ppm,,
logicinsight.pe.disk_stats_controller_timespan_usecs,gauge,15,microsecond,,Duration for controller-side metrics in microseconds,0,logicinsight_nutanix_core,disk stats controller timespan usecs,,
logicinsight.pe.disk_stats_controller_total_io_size_kbytes,gauge,15,kibibyte,,Total size of I/O at controller level in kibibytes,1,logicinsight_nutanix_core,disk stats controller total io size kbytes,,
logicinsight.pe.disk_stats_controller_total_io_time_usecs,gauge,15,microsecond,,Total I/O time at controller level in microseconds,1,logicinsight_nutanix_core,disk stats controller total io time usecs,,
logicinsight.pe.disk_stats_controller_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size at controller level in kibibytes,0,logicinsight_nutanix_core,disk stats controller total read io size kbytes,,
logicinsight.pe.disk_stats_controller_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time at controller level in microseconds,0,logicinsight_nutanix_core,disk stats controller total read io time usecs,,
logicinsight.pe.disk_stats_controller_total_transformed_usage_bytes,gauge,15,byte,,Total transformed usage from controller in bytes,0,logicinsight_nutanix_core,disk stats controller total transformed usage bytes,,
logicinsight.pe.disk_stats_controller_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write bandwidth at controller level in kilobytes per second,1,logicinsight_nutanix_core,disk stats controller write io bandwidth kBps,,
logicinsight.pe.disk_stats_controller_write_io_ppm,gauge,15,percent,,Write I/O in ppm from controller level,1,logicinsight_nutanix_core,disk stats controller write io ppm,,
logicinsight.pe.disk_stats_hypervisor_avg_io_latency_usecs,gauge,15,microsecond,,Average hypervisor-level I/O latency in microseconds,-1,logicinsight_nutanix_core,disk stats hypervisor avg io latency usecs,,
logicinsight.pe.disk_stats_hypervisor_avg_read_io_latency_usecs,gauge,15,microsecond,,Average hypervisor-level read I/O latency in microseconds,-1,logicinsight_nutanix_core,disk stats hypervisor avg read io latency usecs,,
logicinsight.pe.disk_stats_hypervisor_avg_write_io_latency_usecs,gauge,15,microsecond,,Average hypervisor-level write I/O latency in microseconds,-1,logicinsight_nutanix_core,disk stats hypervisor avg write io latency usecs,,
logicinsight.pe.disk_stats_hypervisor_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth at hypervisor level in kilobytes per second,1,logicinsight_nutanix_core,disk stats hypervisor io bandwidth kBps,,
logicinsight.pe.disk_stats_hypervisor_num_io,gauge,15,operation,,Total I/O count at hypervisor level,0,logicinsight_nutanix_core,disk stats hypervisor num io,,
logicinsight.pe.disk_stats_hypervisor_num_iops,gauge,15,operation,second,Total IOPS at hypervisor level,0,logicinsight_nutanix_core,disk stats hypervisor num iops,,
logicinsight.pe.disk_stats_hypervisor_num_read_io,gauge,15,operation,,Number of read I/O operations at hypervisor level,0,logicinsight_nutanix_core,disk stats hypervisor num read io,,
logicinsight.pe.disk_stats_hypervisor_num_read_iops,gauge,15,operation,second,Number of read IOPS at hypervisor level,0,logicinsight_nutanix_core,disk stats hypervisor num read iops,,
logicinsight.pe.disk_stats_hypervisor_num_write_io,gauge,15,operation,,Number of write I/O operations at hypervisor level,1,logicinsight_nutanix_core,disk stats hypervisor num write io,,
logicinsight.pe.disk_stats_hypervisor_num_write_iops,gauge,15,operation,second,Number of write IOPS at hypervisor level,1,logicinsight_nutanix_core,disk stats hypervisor num write iops,,
logicinsight.pe.disk_stats_hypervisor_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read bandwidth from hypervisor in kilobytes per second,0,logicinsight_nutanix_core,disk stats hypervisor read io bandwidth kBps,,
logicinsight.pe.disk_stats_hypervisor_timespan_usecs,gauge,15,microsecond,,Hypervisor metrics duration in microseconds,0,logicinsight_nutanix_core,disk stats hypervisor timespan usecs,,
logicinsight.pe.disk_stats_hypervisor_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size from hypervisor in kibibytes,1,logicinsight_nutanix_core,disk stats hypervisor total io size kbytes,,
logicinsight.pe.disk_stats_hypervisor_total_io_time_usecs,gauge,15,microsecond,,Total I/O time from hypervisor in microseconds,1,logicinsight_nutanix_core,disk stats hypervisor total io time usecs,,
logicinsight.pe.disk_stats_hypervisor_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size from hypervisor in kibibytes,0,logicinsight_nutanix_core,disk stats hypervisor total read io size kbytes,,
logicinsight.pe.disk_stats_hypervisor_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time from hypervisor in microseconds,0,logicinsight_nutanix_core,disk stats hypervisor total read io time usecs,,
logicinsight.pe.disk_stats_hypervisor_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write bandwidth from hypervisor in kilobytes per second,1,logicinsight_nutanix_core,disk stats hypervisor write io bandwidth kBps,,
logicinsight.pe.disk_stats_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth at disk level in kilobytes per second,1,logicinsight_nutanix_core,disk stats io bandwidth kBps,,
logicinsight.pe.disk_stats_num_io,gauge,15,operation,,Total I/O operations at disk level,0,logicinsight_nutanix_core,disk stats num io,,
logicinsight.pe.disk_stats_num_iops,gauge,15,operation,second,IOPS at disk level,0,logicinsight_nutanix_core,disk stats num iops,,
logicinsight.pe.disk_stats_num_random_io,gauge,15,operation,,Random I/O operations at disk level,0,logicinsight_nutanix_core,disk stats num random io,,
logicinsight.pe.disk_stats_num_read_io,gauge,15,operation,,Read operations at disk level,0,logicinsight_nutanix_core,disk stats num read io,,
logicinsight.pe.disk_stats_num_read_iops,gauge,15,operation,second,Read IOPS at disk level,0,logicinsight_nutanix_core,disk stats num read iops,,
logicinsight.pe.disk_stats_num_seq_io,gauge,15,operation,,Sequential I/O operations at disk level,0,logicinsight_nutanix_core,disk stats num seq io,,
logicinsight.pe.disk_stats_num_write_io,gauge,15,operation,,Write operations at disk level,1,logicinsight_nutanix_core,disk stats num write io,,
logicinsight.pe.disk_stats_num_write_iops,gauge,15,operation,second,Write IOPS at disk level,1,logicinsight_nutanix_core,disk stats num write iops,,
logicinsight.pe.disk_stats_random_io_ppm,gauge,15,percent,,Random I/O at disk level in ppm,0,logicinsight_nutanix_core,disk stats random io ppm,,
logicinsight.pe.disk_stats_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read bandwidth at disk level in kilobytes per second,0,logicinsight_nutanix_core,disk stats read io bandwidth kBps,,
logicinsight.pe.disk_stats_read_io_ppm,gauge,15,percent,,Read I/O at disk level in ppm,0,logicinsight_nutanix_core,disk stats read io ppm,,
logicinsight.pe.disk_stats_seq_io_ppm,gauge,15,percent,,Sequential I/O at disk level in ppm,0,logicinsight_nutanix_core,disk stats seq io ppm,,
logicinsight.pe.disk_stats_timespan_usecs,gauge,15,microsecond,,Time span of disk metrics in microseconds,0,logicinsight_nutanix_core,disk stats timespan usecs,,
logicinsight.pe.disk_stats_total_io_size_kbytes,gauge,15,kibibyte,,Total size of I/O at disk level in kibibytes,1,logicinsight_nutanix_core,disk stats total io size kbytes,,
logicinsight.pe.disk_stats_total_io_time_usecs,gauge,15,microsecond,,Total time of I/O at disk level in microseconds,1,logicinsight_nutanix_core,disk stats total io time usecs,,
logicinsight.pe.disk_stats_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read size at disk level in kibibytes,0,logicinsight_nutanix_core,disk stats total read io size kbytes,,
logicinsight.pe.disk_stats_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time at disk level in microseconds,0,logicinsight_nutanix_core,disk stats total read io time usecs,,
logicinsight.pe.disk_stats_total_transformed_usage_bytes,gauge,15,byte,,Total transformed usage at disk level in bytes,0,logicinsight_nutanix_core,disk stats total transformed usage bytes,,
logicinsight.pe.disk_stats_total_untransformed_usage_bytes,gauge,15,byte,,Total untransformed usage at disk level in bytes,0,logicinsight_nutanix_core,disk stats total untransformed usage bytes,,
logicinsight.pe.disk_stats_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth at disk level in kilobytes per second,1,logicinsight_nutanix_core,disk stats write io bandwidth kBps,,
logicinsight.pe.disk_stats_write_io_ppm,gauge,15,percent,,Write I/O at disk level in ppm,1,logicinsight_nutanix_core,disk stats write io ppm,,
logicinsight.pe.disk_usage_stats_storage.capacity_bytes,gauge,15,byte,,Total storage capacity of the disk,0,logicinsight_nutanix_core,disk usage stats storage.capacity bytes,,
logicinsight.pe.disk_usage_stats_storage.free_bytes,gauge,15,byte,,Free space in the disk,1,logicinsight_nutanix_core,disk usage stats storage.free bytes,,
logicinsight.pe.disk_usage_stats_storage.logical_usage_bytes,gauge,15,byte,,Logical usage on the disk,0,logicinsight_nutanix_core,disk usage stats storage.logical usage bytes,,
logicinsight.pe.disk_usage_stats_storage.usage_bytes,gauge,15,byte,,Overall usage of the disk,1,logicinsight_nutanix_core,disk usage stats storage.usage bytes,,
logicinsight.pe.host_boot_time_in_usecs,gauge,15,microsecond,,Host boot time in microseconds,0,logicinsight_nutanix_core,host boot time in usecs,,
logicinsight.pe.host_cpu_frequency_in_hz,gauge,15,hertz,,CPU frequency of the host in hertz,1,logicinsight_nutanix_core,host cpu frequency in hz,,
logicinsight.pe.host_hypervisor_state,gauge,15,check,,State of the hypervisor on the host,0,logicinsight_nutanix_core,host hypervisor state,,
logicinsight.pe.host_in_maintenance_mode,gauge,15,check,,Indicates if the host is in maintenance mode,0,logicinsight_nutanix_core,host in maintenance mode,,
logicinsight.pe.host_is_degraded,gauge,15,check,,Indicates if the host is degraded,-1,logicinsight_nutanix_core,host is degraded,,
logicinsight.pe.host_memory_capacity_in_bytes,gauge,15,byte,,Total memory capacity of the host in bytes,1,logicinsight_nutanix_core,host memory capacity in bytes,,
logicinsight.pe.host_metrics_storage.capacity_bytes,gauge,15,byte,,Total storage capacity from host metrics,0,logicinsight_nutanix_core,host metrics storage.capacity bytes,,
logicinsight.pe.host_metrics_storage.free_bytes,gauge,15,byte,,Free storage from host metrics,1,logicinsight_nutanix_core,host metrics storage.free bytes,,
logicinsight.pe.host_metrics_storage.logical_usage_bytes,gauge,15,byte,,Logical storage usage from host metrics,0,logicinsight_nutanix_core,host metrics storage.logical usage bytes,,
logicinsight.pe.host_metrics_storage.usage_bytes,gauge,15,byte,,Overall usage from host metrics,1,logicinsight_nutanix_core,host metrics storage.usage bytes,,
logicinsight.pe.host_metrics_storage_tier.das-sata.capacity_bytes,gauge,15,byte,,Storage tier DAS-SATA capacity in host metrics,0,logicinsight_nutanix_core,host metrics storage tier.das-sata.capacity bytes,,
logicinsight.pe.host_metrics_storage_tier.das-sata.free_bytes,gauge,15,byte,,Storage tier DAS-SATA free space in host metrics,0,logicinsight_nutanix_core,host metrics storage tier.das-sata.free bytes,,
logicinsight.pe.host_metrics_storage_tier.das-sata.usage_bytes,gauge,15,byte,,Storage tier DAS-SATA usage in host metrics,0,logicinsight_nutanix_core,host metrics storage tier.das-sata.usage bytes,,
logicinsight.pe.host_metrics_storage_tier.ssd.capacity_bytes,gauge,15,byte,,Storage tier SSD capacity in host metrics,0,logicinsight_nutanix_core,host metrics storage tier.ssd.capacity bytes,,
logicinsight.pe.host_metrics_storage_tier.ssd.free_bytes,gauge,15,byte,,Storage tier SSD free space in host metrics,0,logicinsight_nutanix_core,host metrics storage tier.ssd.free bytes,,
logicinsight.pe.host_metrics_storage_tier.ssd.usage_bytes,gauge,15,byte,,Storage tier SSD usage in host metrics,0,logicinsight_nutanix_core,host metrics storage tier.ssd.usage bytes,,
logicinsight.pe.host_num_cpu_cores,gauge,15,,,Total number of physical CPU cores in host,1,logicinsight_nutanix_core,host num cpu cores,,
logicinsight.pe.host_num_cpu_sockets,gauge,15,,,Total number of CPU sockets in host,1,logicinsight_nutanix_core,host num cpu sockets,,
logicinsight.pe.host_num_cpu_threads,gauge,15,,,Total number of logical CPU threads in host,1,logicinsight_nutanix_core,host num cpu threads,,
logicinsight.pe.host_num_vms,gauge,15,,,Total number of VMs on the host,0,logicinsight_nutanix_core,host num vms,,
logicinsight.pe.host_state,gauge,15,,,Current state of the host,0,logicinsight_nutanix_core,host state,,
logicinsight.pe.host_stats,gauge,15,,,Aggregated statistics for the host,0,logicinsight_nutanix_core,host stats,,
logicinsight.pe.host_stats_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency at host level in microseconds,-1,logicinsight_nutanix_core,host stats avg io latency usecs,,
logicinsight.pe.host_stats_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency at host level in microseconds,-1,logicinsight_nutanix_core,host stats avg read io latency usecs,,
logicinsight.pe.host_stats_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency at host level in microseconds,-1,logicinsight_nutanix_core,host stats avg write io latency usecs,,
logicinsight.pe.host_stats_content_cache_hit_ppm,gauge,15,percent,,Content cache hit ratio on host in ppm,1,logicinsight_nutanix_core,host stats content cache hit ppm,,
logicinsight.pe.host_stats_content_cache_logical_memory_usage_bytes,gauge,15,byte,,Logical memory usage in the content cache on host in bytes,1,logicinsight_nutanix_core,host stats content cache logical memory usage bytes,,
logicinsight.pe.host_stats_content_cache_logical_ssd_usage_bytes,gauge,15,byte,,Logical SSD usage by host content cache,1,logicinsight_nutanix_core,host stats content cache logical ssd usage bytes,,
logicinsight.pe.host_stats_content_cache_num_dedup_ref_count_pph,gauge,15,page,,Deduplication reference count per hour in content cache,0,logicinsight_nutanix_core,host stats content cache num dedup ref count pph,,
logicinsight.pe.host_stats_content_cache_num_lookups,gauge,15,,,Number of lookups in content cache,1,logicinsight_nutanix_core,host stats content cache num lookups,,
logicinsight.pe.host_stats_content_cache_physical_memory_usage_bytes,gauge,15,byte,,Physical memory usage in content cache,0,logicinsight_nutanix_core,host stats content cache physical memory usage bytes,,
logicinsight.pe.host_stats_content_cache_physical_ssd_usage_bytes,gauge,15,byte,,Physical SSD usage in content cache,0,logicinsight_nutanix_core,host stats content cache physical ssd usage bytes,,
logicinsight.pe.host_stats_content_cache_saved_memory_usage_bytes,gauge,15,byte,,Saved memory usage by content cache,1,logicinsight_nutanix_core,host stats content cache saved memory usage bytes,,
logicinsight.pe.host_stats_content_cache_saved_ssd_usage_bytes,gauge,15,byte,,Saved SSD usage by content cache,1,logicinsight_nutanix_core,host stats content cache saved ssd usage bytes,,
logicinsight.pe.host_stats_controller_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency from host controller,-1,logicinsight_nutanix_core,host stats controller avg io latency usecs,,
logicinsight.pe.host_stats_controller_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency from host controller,-1,logicinsight_nutanix_core,host stats controller avg read io latency usecs,,
logicinsight.pe.host_stats_controller_avg_read_io_size_kbytes,gauge,15,kibibyte,,Average read I/O size from host controller,1,logicinsight_nutanix_core,host stats controller avg read io size kbytes,,
logicinsight.pe.host_stats_controller_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency from host controller,-1,logicinsight_nutanix_core,host stats controller avg write io latency usecs,,
logicinsight.pe.host_stats_controller_avg_write_io_size_kbytes,gauge,15,kibibyte,,Average write I/O size from host controller,1,logicinsight_nutanix_core,host stats controller avg write io size kbytes,,
logicinsight.pe.host_stats_controller_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth from host controller in kBps,1,logicinsight_nutanix_core,host stats controller io bandwidth kBps,,
logicinsight.pe.host_stats_controller_num_io,gauge,15,operation,,Total number of I/O operations by host controller,1,logicinsight_nutanix_core,host stats controller num io,,
logicinsight.pe.host_stats_controller_num_iops,gauge,15,operation,second,Number of IOPS by host controller,1,logicinsight_nutanix_core,host stats controller num iops,,
logicinsight.pe.host_stats_controller_num_random_io,gauge,15,operation,,Number of random I/O operations by host controller,1,logicinsight_nutanix_core,host stats controller num random io,,
logicinsight.pe.host_stats_controller_num_read_io,gauge,15,operation,,Number of read I/O operations by host controller,1,logicinsight_nutanix_core,host stats controller num read io,,
logicinsight.pe.host_stats_controller_num_read_iops,gauge,15,operation,second,Number of read IOPS by host controller,1,logicinsight_nutanix_core,host stats controller num read iops,,
logicinsight.pe.host_stats_controller_num_seq_io,gauge,15,operation,,Number of sequential I/O operations by host controller,1,logicinsight_nutanix_core,host stats controller num seq io,,
logicinsight.pe.host_stats_controller_num_write_io,gauge,15,operation,,Number of write I/O operations by host controller,1,logicinsight_nutanix_core,host stats controller num write io,,
logicinsight.pe.host_stats_controller_num_write_iops,gauge,15,operation,second,Number of write IOPS by host controller,1,logicinsight_nutanix_core,host stats controller num write iops,,
logicinsight.pe.host_stats_controller_random_io_ppm,gauge,15,percent,,Random I/O ratio (ppm) by host controller,1,logicinsight_nutanix_core,host stats controller random io ppm,,
logicinsight.pe.host_stats_controller_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth by host controller in kBps,1,logicinsight_nutanix_core,host stats controller read io bandwidth kBps,,
logicinsight.pe.host_stats_controller_read_io_ppm,gauge,15,percent,,Read I/O ratio (ppm) by host controller,1,logicinsight_nutanix_core,host stats controller read io ppm,,
logicinsight.pe.host_stats_controller_seq_io_ppm,gauge,15,percent,,Sequential I/O ratio (ppm) by host controller,1,logicinsight_nutanix_core,host stats controller seq io ppm,,
logicinsight.pe.host_stats_controller_timespan_usecs,gauge,15,microsecond,,Time range (microseconds) for host controller statistics,0,logicinsight_nutanix_core,host stats controller timespan usecs,,
logicinsight.pe.host_stats_controller_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size by host controller in kilobytes,1,logicinsight_nutanix_core,host stats controller total io size kbytes,,
logicinsight.pe.host_stats_controller_total_io_time_usecs,gauge,15,microsecond,,Total I/O time by host controller in microseconds,0,logicinsight_nutanix_core,host stats controller total io time usecs,,
logicinsight.pe.host_stats_controller_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size by host controller in kilobytes,1,logicinsight_nutanix_core,host stats controller total read io size kbytes,,
logicinsight.pe.host_stats_controller_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time by host controller in microseconds,0,logicinsight_nutanix_core,host stats controller total read io time usecs,,
logicinsight.pe.host_stats_controller_total_transformed_usage_bytes,gauge,15,byte,,Total transformed usage bytes by host controller,1,logicinsight_nutanix_core,host stats controller total transformed usage bytes,,
logicinsight.pe.host_stats_controller_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth by host controller in kBps,1,logicinsight_nutanix_core,host stats controller write io bandwidth kBps,,
logicinsight.pe.host_stats_controller_write_io_ppm,gauge,15,percent,,Write I/O ratio (ppm) by host controller,1,logicinsight_nutanix_core,host stats controller write io ppm,,
logicinsight.pe.host_stats_hypervisor_avg_io_latency_usecs,gauge,15,microsecond,,Average I/O latency from hypervisor,-1,logicinsight_nutanix_core,host stats hypervisor avg io latency usecs,,
logicinsight.pe.host_stats_hypervisor_avg_read_io_latency_usecs,gauge,15,microsecond,,Average read I/O latency from hypervisor,-1,logicinsight_nutanix_core,host stats hypervisor avg read io latency usecs,,
logicinsight.pe.host_stats_hypervisor_avg_write_io_latency_usecs,gauge,15,microsecond,,Average write I/O latency from hypervisor,-1,logicinsight_nutanix_core,host stats hypervisor avg write io latency usecs,,
logicinsight.pe.host_stats_hypervisor_cpu_usage_ppm,gauge,15,percent,,CPU usage (ppm) from hypervisor,1,logicinsight_nutanix_core,host stats hypervisor cpu usage ppm,,
logicinsight.pe.host_stats_hypervisor_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth from hypervisor in kBps,1,logicinsight_nutanix_core,host stats hypervisor io bandwidth kBps,,
logicinsight.pe.host_stats_hypervisor_memory_usage_ppm,gauge,15,percent,,Memory usage (ppm) from hypervisor,1,logicinsight_nutanix_core,host stats hypervisor memory usage ppm,,
logicinsight.pe.host_stats_hypervisor_num_io,gauge,15,operation,,Total number of I/O operations by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num io,,
logicinsight.pe.host_stats_hypervisor_num_iops,gauge,15,operation,second,Number of IOPS by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num iops,,
logicinsight.pe.host_stats_hypervisor_num_read_io,gauge,15,operation,,Number of read I/O operations by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num read io,,
logicinsight.pe.host_stats_hypervisor_num_read_iops,gauge,15,operation,second,Number of read IOPS by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num read iops,,
logicinsight.pe.host_stats_hypervisor_num_received_bytes,gauge,15,byte,,Number of bytes received by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num received bytes,,
logicinsight.pe.host_stats_hypervisor_num_transmitted_bytes,gauge,15,byte,,Number of bytes transmitted by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num transmitted bytes,,
logicinsight.pe.host_stats_hypervisor_num_write_io,gauge,15,operation,,Number of write I/O operations by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num write io,,
logicinsight.pe.host_stats_hypervisor_num_write_iops,gauge,15,operation,second,Number of write IOPS by hypervisor,1,logicinsight_nutanix_core,host stats hypervisor num write iops,,
logicinsight.pe.host_stats_hypervisor_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth from hypervisor in kBps,1,logicinsight_nutanix_core,host stats hypervisor read io bandwidth kBps,,
logicinsight.pe.host_stats_hypervisor_timespan_usecs,gauge,15,microsecond,,Time range (microseconds) for hypervisor statistics,0,logicinsight_nutanix_core,host stats hypervisor timespan usecs,,
logicinsight.pe.host_stats_hypervisor_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size from hypervisor in kilobytes,1,logicinsight_nutanix_core,host stats hypervisor total io size kbytes,,
logicinsight.pe.host_stats_hypervisor_total_io_time_usecs,gauge,15,microsecond,,Total I/O time from hypervisor in microseconds,0,logicinsight_nutanix_core,host stats hypervisor total io time usecs,,
logicinsight.pe.host_stats_hypervisor_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size from hypervisor in kilobytes,1,logicinsight_nutanix_core,host stats hypervisor total read io size kbytes,,
logicinsight.pe.host_stats_hypervisor_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time from hypervisor in microseconds,0,logicinsight_nutanix_core,host stats hypervisor total read io time usecs,,
logicinsight.pe.host_stats_hypervisor_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth from hypervisor in kBps,1,logicinsight_nutanix_core,host stats hypervisor write io bandwidth kBps,,
logicinsight.pe.host_stats_io_bandwidth_kBps,gauge,15,kibibyte,second,I/O bandwidth in kBps,1,logicinsight_nutanix_core,host stats io bandwidth kBps,,
logicinsight.pe.host_stats_num_io,gauge,15,operation,,Total number of I/O operations,1,logicinsight_nutanix_core,host stats num io,,
logicinsight.pe.host_stats_num_iops,gauge,15,operation,second,Number of IOPS,1,logicinsight_nutanix_core,host stats num iops,,
logicinsight.pe.host_stats_num_random_io,gauge,15,operation,,Number of random I/O operations,1,logicinsight_nutanix_core,host stats num random io,,
logicinsight.pe.host_stats_num_read_io,gauge,15,operation,,Number of read I/O operations,1,logicinsight_nutanix_core,host stats num read io,,
logicinsight.pe.host_stats_num_read_iops,gauge,15,operation,second,Number of read IOPS,1,logicinsight_nutanix_core,host stats num read iops,,
logicinsight.pe.host_stats_num_seq_io,gauge,15,operation,,Number of sequential I/O operations,1,logicinsight_nutanix_core,host stats num seq io,,
logicinsight.pe.host_stats_num_write_io,gauge,15,operation,,Number of write I/O operations,1,logicinsight_nutanix_core,host stats num write io,,
logicinsight.pe.host_stats_num_write_iops,gauge,15,operation,second,Number of write IOPS,1,logicinsight_nutanix_core,host stats num write iops,,
logicinsight.pe.host_stats_random_io_ppm,gauge,15,percent,,Random I/O ratio (ppm),1,logicinsight_nutanix_core,host stats random io ppm,,
logicinsight.pe.host_stats_read_io_bandwidth_kBps,gauge,15,kibibyte,second,Read I/O bandwidth in kBps,1,logicinsight_nutanix_core,host stats read io bandwidth kBps,,
logicinsight.pe.host_stats_read_io_ppm,gauge,15,percent,,Read I/O ratio (ppm),1,logicinsight_nutanix_core,host stats read io ppm,,
logicinsight.pe.host_stats_seq_io_ppm,gauge,15,percent,,Sequential I/O ratio (ppm),1,logicinsight_nutanix_core,host stats seq io ppm,,
logicinsight.pe.host_stats_timespan_usecs,gauge,15,microsecond,,Time range in microseconds,0,logicinsight_nutanix_core,host stats timespan usecs,,
logicinsight.pe.host_stats_total_io_size_kbytes,gauge,15,kibibyte,,Total I/O size in kilobytes,1,logicinsight_nutanix_core,host stats total io size kbytes,,
logicinsight.pe.host_stats_total_io_time_usecs,gauge,15,microsecond,,Total I/O time in microseconds,0,logicinsight_nutanix_core,host stats total io time usecs,,
logicinsight.pe.host_stats_total_read_io_size_kbytes,gauge,15,kibibyte,,Total read I/O size in kilobytes,1,logicinsight_nutanix_core,host stats total read io size kbytes,,
logicinsight.pe.host_stats_total_read_io_time_usecs,gauge,15,microsecond,,Total read I/O time in microseconds,0,logicinsight_nutanix_core,host stats total read io time usecs,,
logicinsight.pe.host_stats_total_transformed_usage_bytes,gauge,15,byte,,Total transformed usage bytes,1,logicinsight_nutanix_core,host stats total transformed usage bytes,,
logicinsight.pe.host_stats_total_untransformed_usage_bytes,gauge,15,byte,,Total untransformed usage bytes,1,logicinsight_nutanix_core,host stats total untransformed usage bytes,,
logicinsight.pe.host_stats_write_io_bandwidth_kBps,gauge,15,kibibyte,second,Write I/O bandwidth in kBps,1,logicinsight_nutanix_core,host stats write io bandwidth kBps,,
logicinsight.pe.host_stats_write_io_ppm,gauge,15,percent,,Write I/O ratio (ppm),1,logicinsight_nutanix_core,host stats write io ppm,,
logicinsight.pe.host_usage_stats,gauge,15,,,General host usage statistics,0,logicinsight_nutanix_core,host usage stats,,
logicinsight.pe.host_vcpu_total,gauge,15,,,Total vCPUs in the host,1,logicinsight_nutanix_core,host vcpu total,,
logicinsight.pe.pd_none_replication_count,gauge,15,,,Number of protection domains with no replication,0,logicinsight_nutanix_core,pd none replication count,,
